,Filename,Comment,Num Comments Tokens,Num Program Domain,Num Problem Domain,Operational,Conditional,Prog. Dom. Identifier Matches,Prob. Dom. Identifier Matches,Scope score,Build details,Author Details,Junk/Copy,Description of Dataset,Working Summary,Design And Development,Exception,Build Instruction,Commits and Bugs,AST Symbols,Comment Placement,POS Tags Score,Actual,Predicted
395,PLplot/src/plctrl.c/plctrl.c,"--------------------------------------------------------------------------
plFamInit()

! Initializes family file parameters.
!
! @param pls A plot stream structure.
--------------------------------------------------------------------------",8.45,1.25,0.05,5.45,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.5000000695,4.5000590733,7.0860924009,1.0000001049,0.5000000162,0.0,0.0,2,-0.028658799999999998,2,2
410,PLplot/src/plbox.c/plbox.c,Restore the clip limits to viewport edge,3.55,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,2.000000282,3.1000050438,1.0000001049,0.0,0.0,0.0,2,-0.23829232,1,2
416,PLplot/src/plshade.c/plshade.c,c2eval is unused.,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.34997723,0,0
420,PLplot/src/plline.c/plline.c,first out,0.75,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,1.5000000905000002,0.0,0.0,0.0,0.0,2,-0.4402702,2,2
422,PLplot/src/plcont.c/plcont.c,"Normal case.
Look up coordinates in row-dominant array.
Have to handle right boundary specially -- if at the edge, we'd
better not reference the out of bounds point.",12.65,7.25,0.05,6.53,1.25,0.05,0.05,0.41,0.05,0.05,0.05,3.0000046942000003,5.5000425692,20.0,1.0000001049,0.5000000162,0.0,0.46211717,2,0.22749879999999997,2,2
443,PLplot/src/pltick.c/pltick.c,"--------------------------------------------------------------------------
void plerry()

Plot vertical error bars (x,ymin(i)) to (x(i),ymax(i)).
--------------------------------------------------------------------------",10.55,1.25,1.65,3.65,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,2.5000000695,2.3000000947,1.0000001049,0.5000000162,0.0,0.0,2,-0.05921105,1,1
448,PLplot/src/plot3d.c/plot3d.c,"Finish up by drawing sides, background grid (both are optional)",4.25,0.05,1.65,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.5000000905000002,1.0000001049,0.0,0.0,0.0,0.46211717,2,-0.17976068,2,2
457,PLplot/src/plargs.c/plargs.c,Process the command line,2.15,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,0.5000000162,0.0,0.0,0.0,0.0,2,-0.34997723,2,0
459,PLplot/src/plsym.c/plsym.c,"--------------------------------------------------------------------------
! Plot a glyph at the specified points.  (This function is largely
! superseded by plstring which gives access to many[!] more glyphs.)
! @param n Number of points in x and y arrays.
! @param x Pointer to an array with X coordinates of points.
! @param y Pointer to an array with Y coordinates of points.
! @param code Hershey symbol code corresponding to a glyph to be
! plotted at each of the n points.
--------------------------------------------------------------------------",32.25,6.05,6.45,7.25,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.5000000695,7.9678869871,8.0590477755,2.000000282,0.5000000162,0.0,0.90514827,2,0.91594505,1,1
475,PLplot/src/plctrl.c/plctrl.c,"--------------------------------------------------------------------------
PLINR plFindName

! Authors: Paul Dubois (LLNL), others?
! This function is in the public domain.
!
! Given a pathname, determine if it is a symbolic link.  If so, continue
! searching to the ultimate terminus - there may be more than one link.
! Use the error value to determine when the terminus is reached, and to
! determine if the pathname really exists.  Then stat it to determine
! whether it's executable.  Return 0 for an executable, errno otherwise.
! Note that 'p' _must_ have at least one '/' character - it does by
! construction in this program.  The contents of the array pointed to by
! 'p' are changed to the actual pathname if findname is successful.
!
! This function is only defined under Unix for now.
!
! @param p Name of the executable to find.
!
! @returns 0 if p is found & is an executable.
--------------------------------------------------------------------------",57.45,26.45,0.05,9.41,3.65,0.05,0.05,0.41,10.05,8.05,0.05,20.0,20.0,20.0,2.000000282,0.5000000162,0.0,0.9866143,2,0.9940853000000001,2,2
481,PLplot/src/plsym.c/plsym.c,"Swap the sym and chr information so that the text
rendering (which uses chrht and chrdef) will
render the symbol correctly",8.45,1.25,3.25,3.29,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.5000000905000002,2.5000000695,2.7999986242,0.5000000162,0.0,0.0,0.0,2,0.13880699999999999,0,0
495,PLplot/src/plbox.c/plbox.c,Left axis exponent.,2.15,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,1.0000001049,0.0,0.0,0.0,0.46211717,2,-0.32283083,2,1
496,PLplot/src/plfill.c/plfill.c,Skip zero-length segments,2.15,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,1.5000000905000002,0.0,0.0,0.0,0.0,2,-0.37654829999999995,0,0
500,PLplot/src/plargs.c/plargs.c,"--------------------------------------------------------------------------
opt_jx()

! Performs appropriate action for option ""jx"":
! Sets relative justification in x
!
! @param PL_UNUSED( opt ) Not used.
! @param opt_arg Plot relative justification in x(?)
! @param PL_UNUSED( client_data ) Not used.
!
! returns 0.
!
--------------------------------------------------------------------------",20.35,1.25,0.05,6.53,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.000000282,5.9995261631,4.0000001946,0.0,0.5000000162,0.0,0.9866143,2,0.79074925,1,2
502,PLplot/src/plctrl.c/plctrl.c,"--------------------------------------------------------------------------
void plsexit()

! Sets an optional user exit handler.
!
! @param handler A function that takes a PLCHAR_VECTOR argument that will
! will be called in the event of a exit.
--------------------------------------------------------------------------",12.65,3.65,0.05,4.19,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,4.5000590733,4.8999866963,1.5000000905000002,0.5000000162,0.0,0.90514827,2,0.28468934,2,2
507,PLplot/src/plfill.c/plfill.c,"arguments to intersection_polygon:
recursion_depth is just what it says.
ifextrapolygon used to decide whether to use extra polygon from the stream.
fill is the fill routine.
x1, *y1, n1 define the polygon 1 vertices.
i1start is the first polygon 1 index to look at (because all the previous
ones have been completely processed).
x2, *y2, *if2, n2 define the polygon 2 vertices plus a status indicator
for each vertex which is 1 for a previous crossing and 2 for a polygon
1 vertex.
fill_status is 1 when polygons 1 and 2 _must_ include some joint
filled area and is -1 when polygons 1 and 2 _must_ include some
unfilled area.  fill_status of +/- 1 is determined from the
orientations of polygon 1 and 2 from the next higher recursion
level and how those two are combined to form the polygon 2
split at this recursion level.  fill_status = 0 occurs (at
recursion level 0) for polygons 1 and 2 that are independent of
each other.",72.15,28.85,19.25,9.05,1.25,0.05,0.05,0.41,0.05,0.05,0.05,20.0,20.0,20.0,2.000000282,0.0,0.0,0.90514827,2,0.99882966,2,2
510,PLplot/src/plfill.c/plfill.c,"The cases where the fill region is divided 2/2
Divided horizontally",5.65,1.25,0.05,1.85,0.05,0.05,0.05,0.41,0.05,0.05,0.05,6.9979166386000005,8.661034212899999,6.9979166386000005,0.0,0.0,0.5000000162,0.46211717,2,-0.20921388,2,2
517,PLplot/src/plot3d.c/plot3d.c,"Get x, y coordinates of legs and plot",4.25,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,1.5000000905000002,0.0,0.0,0.0,0.0,2,-0.19453113,2,2
519,PLplot/src/plctrl.c/plctrl.c,"Need these assignments so that r[i], g[i], and b[i] remain
unchanged as per their PLINT_VECTOR types.",7.05,0.05,0.05,1.85,1.25,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,2.000000282,2.7999986242,0.5000000162,0.0,0.0,0.0,2,-0.013358983999999999,0,0
527,PLplot/src/plgridd.c/plgridd.c,"try to use the octants around the grid point, as it will give smoother
(and slower) results.
Hint: use the quadrant info plus x[i]/y[i] to determine the octant",13.35,2.45,3.25,1.85,0.05,0.05,0.05,0.41,0.05,0.05,0.05,7.5097415311,20.0,20.0,2.000000282,0.0,0.0,0.90514827,2,0.19827509,1,1
534,PLplot/src/plot3d.c/plot3d.c,Free the 2D input arrays to cont_store since not needed any more.,4.95,1.25,0.05,1.67,1.25,0.05,0.05,0.41,0.05,0.05,0.05,3.5000006561,4.5000590733,6.907754778999999,1.5000000905000002,0.0,0.0,0.90514827,2,-0.1499816,0,0
536,PLplot/src/pltick.c/pltick.c,"--------------------------------------------------------------------------
void plerry()

Plot vertical error bars (x,ymin(i)) to (x(i),ymax(i)).
--------------------------------------------------------------------------",10.55,1.25,1.65,3.65,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,2.5000000695,2.3000000947,1.0000001049,0.5000000162,0.0,0.0,2,-0.05921105,2,1
539,PLplot/src/plline.c/plline.c,"plP_interpolate allocates memory, so we have to free it here.",2.85,2.45,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,4.0000001946,4.999976525899999,5.5000425692,2.5000000695,0.0,0.0,0.7615941999999999,2,-0.17976068,2,2
544,PLplot/src/plfreetype.c/plfreetype.c,"
Set up the transformation Matrix

Fortunately this is almost identical to plplot's own transformation matrix;
you have NO idea how much effort that saves ! Some params are in a
different order, and Freetype wants integers whereas plplot likes floats,
but such differences are quite trivial.

For some odd reason, this needs to be set a different way for DJGPP. Why ?
I wish I knew.
",27.35,9.65,1.65,5.63,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.5000000905000002,7.9678869871,20.0,3.0000046942000003,0.0,0.0,0.46211717,2,0.81260663,2,2
545,PLplot/src/plargs.c/plargs.c,Output device,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,0.5000000162,2.000000282,0.0,0.0,0.0,0.0,2,-0.38960853,0,2
550,PLplot/src/pltick.c/pltick.c,Major tick,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-0.41526130000000006,2,2
551,PLplot/src/plbuf.c/plbuf.c,"--------------------------------------------------------------------------
Plplot internal interface to the plot buffer
--------------------------------------------------------------------------",4.95,1.25,0.05,2.03,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,0.5000000162,1.799999876,0.5000000162,0.5000000162,0.0,0.46211717,2,-0.33647394,2,2
556,PLplot/src/plargs.c/plargs.c,"--------------------------------------------------------------------------
opt_geo()

! Performs appropriate action for option ""geo"": Set geometry for
! output window, i.e., ""-geometry WIDTHxHEIGHT+XOFF+YOFF"" where
! WIDTHxHEIGHT, +XOFF+YOFF, or both must be present, and +XOFF+YOFF
! stands for one of the four combinations +XOFF+YOFF, +XOFF-YOFF,
! -XOFF+YOFF, and -XOFF-YOFF.  Some examples are the following:
! -geometry 400x300, -geometry -100+200, and -geometry 400x300-100+200.
!
! @param PL_UNUSED( opt ) Not used.
! @param opt_arg Plot geometry descriptor.
! @param PL_UNUSED( client_data ) Not used.
!
! returns 0.
!
--------------------------------------------------------------------------",44.15,6.05,3.25,11.57,0.05,0.05,0.05,0.41,0.05,0.05,0.05,4.0000001946,20.0,8.0590477755,1.0000001049,0.5000000162,1.5000000905000002,0.9950548,2,0.98944324,1,2
564,PLplot/src/plbox.c/plbox.c,Draw grids.,1.45,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.38960853,1,2
590,PLplot/src/plargs.c/plargs.c,Plots per page in x,2.85,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-0.34997723,2,0
597,PLplot/src/plaffine.c/plaffine.c,"! Skew new Y coordinate axis relative to the old.
! angle is in degrees.
!
! @param affine_vector Pre-allocated storage for a skew (in y) matrix.
! @param angle Amount to skew in degrees.
!",15.45,3.65,4.85,5.45,0.05,0.05,0.05,0.41,0.05,0.05,0.05,4.5000590733,6.498966767000001,20.0,5.5000425692,0.0,0.0,0.46211717,2,0.5027611,1,1
603,PLplot/src/plsym.c/plsym.c,Static function prototypes,2.15,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,0.5000000162,1.5000000905000002,0.0,0.0,0.0,0.0,2,-0.37654829999999995,0,0
611,PLplot/src/plstripc.c/plstripc.c,find the first point in the data where X lies beyond a jumped new chart X minimum,8.45,3.65,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,2.5000000695,5.9003000187,1.5000000905000002,0.0,0.0,0.0,2,-0.05921105,1,1
621,PLplot/src/plimage.c/plimage.c,Only plot values within in appropriate range,3.55,1.25,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,3.5000006561,0.0,0.0,0.0,0.0,2,-0.32283083,2,2
637,PLplot/src/plstripc.c/plstripc.c,autoscale y between x jump scale,3.55,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.17976068,1,1
640,PLplot/src/plbox.c/plbox.c,Tick and subtick sizes in device coords,3.55,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,1.5000000905000002,1.0000001049,0.0,0.0,0.0,0.0,2,-0.2669497,1,2
651,PLplot/src/plsym.c/plsym.c,Unknown font face indicated by 0 value.,4.25,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,2.000000282,0.0,0.0,0.0,0.0,2,-0.29514265,2,2
677,PLplot/src/plbox.c/plbox.c,Set plot options from input,2.85,1.25,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.5000000905000002,2.000000282,4.999976525899999,0.0,0.0,0.0,0.0,2,-0.30905223,2,1
683,PLplot/src/plctrl.c/plctrl.c,"--------------------------------------------------------------------------
void c_plspal0(filename)

! Set the palette for color map 0 using a cmap0*.pal format file.
! filename: the name of the cmap0*.pal file to use.
!
! @param filename name of the cmap0 palette file.",18.95,3.65,3.25,4.01,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,4.0000001946,3.0000046942000003,0.0,0.5000000162,0.0,0.90514827,2,0.6796795,2,2
692,PLplot/src/plline.c/plline.c,check against each axis of the bounding box,2.85,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,1.0000001049,0.0,0.0,0.0,0.0,2,-0.30905223,1,2
700,PLplot/src/plbox.c/plbox.c,"--------------------------------------------------------------------------
void plbox3()

This is the 3-d analogue of plbox().
--------------------------------------------------------------------------",4.95,0.05,0.05,0.77,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,1.0000001049,0.0,0.5000000162,0.0,0.46211717,2,-0.22380291,2,1
701,PLplot/src/plargs.c/plargs.c,Pen width,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-0.36333665,2,0
703,PLplot/src/plline.c/plline.c,Determines if a point is inside a polygon or not,3.55,1.25,1.65,1.67,1.25,0.05,0.05,0.41,0.05,0.05,0.05,5.9995261631,6.9979166386000005,7.0860924009,1.0000001049,0.0,0.0,0.0,2,-0.29514265,2,2
705,PLplot/src/plctrl.c/plctrl.c,low,0.75,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-0.45252645,2,2
711,PLplot/src/plcont.c/plcont.c,"Need to follow contour into next grid box
Easy case where contour does not pass through corner",7.75,1.25,3.25,0.41,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.5000000905000002,3.5000006561,3.0000046942000003,0.0,0.0,0.0,0.0,2,0.0019470894,2,2
718,PLplot/src/plvect.c/plvect.c,"--------------------------------------------------------------------------
N.B. This routine only needed by the Fortran interface to distinguish
the case where both arrowx and arrowy are NULL.  So don't put declaration in
header which might encourage others to use this in some other context.
--------------------------------------------------------------------------",15.45,3.65,0.05,2.39,0.05,0.05,0.05,0.41,0.05,0.05,0.05,20.0,20.0,20.0,0.5000000162,0.5000000162,0.0,0.46211717,2,0.6177571999999999,2,2
724,PLplot/src/pltime.c/pltime.c,Calculate broken-down time from continuous time for current stream.,5.65,2.45,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.000000282,2.5000000695,2.3000000947,0.5000000162,0.0,0.0,0.0,2,-0.23829232,2,2
726,PLplot/src/plline.c/plline.c,"Call escape sequence to draw dashed lines, only for drivers
that have this capability",6.35,0.05,0.05,3.29,1.25,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,2.5000000695,1.0000001049,0.0,0.0,0.0,0.0,2,-0.07444925599999999,1,1
736,PLplot/src/plctrl.c/plctrl.c,"--------------------------------------------------------------------------
plscmap0n()

! Set number of colors in cmap 0, (re-)allocate cmap 0, and fill with
! default values for those colors not previously allocated (and less
! than index 15, after that you just get grey).
!
! The driver is not guaranteed to support all of these.
!
! @param ncol0 Total number of colors.",21.75,13.25,0.05,5.81,0.05,0.05,0.05,0.41,0.05,0.05,0.05,4.999976525899999,20.0,20.0,2.000000282,0.5000000162,0.0,0.9866143,2,0.70362234,2,2
749,PLplot/src/plargs.c/plargs.c,"oops, next arg is a flag",2.85,0.05,0.05,0.05,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,1.0000001049,1.0000001049,0.0,0.0,0.0,0.0,2,-0.33647394,0,0
759,PLplot/src/pltime.c/pltime.c,"Default transformation between continuous and broken-down time
(and vice versa) defined here for PLplot.
Note the PLplot default is not necessarily the same as the
libqsastime default.",11.25,4.85,0.05,5.09,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.000000282,4.5000590733,2.7999986242,0.5000000162,0.0,0.0,0.0,2,0.24196196,2,1
766,PLplot/src/plot3d.c/plot3d.c,fill triangles,1.45,0.05,1.65,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.6000000464,1.0000001049,0.0,0.0,0.0,2,-0.38960853,2,2
767,PLplot/src/plline.c/plline.c,interpolate to find intersection with box,2.85,1.25,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,2.5000000695,2.000000282,0.0,0.0,0.0,0.0,2,-0.30905223,2,2
